directory,gopr_folder,patch_number,patch_relpath,source_image_relpath,confidence,grabcut_applied
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2951,GOPR2951,1,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2951\Coral1.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2951.JPG,0.6399,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,1,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral1.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.76,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,18,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral18.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.4298,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,26,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral26.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.3455,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,27,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral27.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.3363,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,41,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral41.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.2037,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,42,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral42.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.1985,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,43,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral43.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.1913,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,46,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral46.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.1715,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,47,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral47.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.1537,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,48,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral48.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.1514,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952,GOPR2952,49,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952\Coral49.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2952.JPG,0.1508,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953,GOPR2953,2,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953\Coral2.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953.JPG,0.6755,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953,GOPR2953,4,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953\Coral4.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953.JPG,0.6026,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953,GOPR2953,9,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953\Coral9.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953.JPG,0.4525,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953,GOPR2953,15,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953\Coral15.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953.JPG,0.2259,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953,GOPR2953,16,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953\Coral16.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953.JPG,0.2072,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953,GOPR2953,18,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953\Coral18.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2953.JPG,0.1956,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,4,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral4.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.6201,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,7,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral7.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.406,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,8,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral8.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.3643,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,13,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral13.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.3174,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,15,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral15.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.2635,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,19,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral19.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.2129,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,20,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral20.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.2018,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,21,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral21.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.1977,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,22,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral22.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.1812,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,23,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral23.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.1617,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954,GOPR2954,24,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954\Coral24.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2954.JPG,0.1597,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955,GOPR2955,12,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955\Coral12.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955.JPG,0.4386,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955,GOPR2955,14,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955\Coral14.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955.JPG,0.3468,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955,GOPR2955,22,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955\Coral22.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955.JPG,0.2301,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955,GOPR2955,25,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955\Coral25.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955.JPG,0.2096,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955,GOPR2955,26,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955\Coral26.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955.JPG,0.2093,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955,GOPR2955,35,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955\Coral35.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2955.JPG,0.1568,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2956,GOPR2956,27,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2956\Coral27.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2956.JPG,0.1721,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2957,GOPR2957,7,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2957\Coral7.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2957.JPG,0.1802,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2965,GOPR2965,7,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2965\Coral7.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2965.JPG,0.5146,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966,GOPR2966,8,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966\Coral8.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966.JPG,0.2647,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966,GOPR2966,10,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966\Coral10.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966.JPG,0.2268,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966,GOPR2966,11,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966\Coral11.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966.JPG,0.2132,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966,GOPR2966,13,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966\Coral13.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966.JPG,0.2043,False
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966,GOPR2966,14,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966\Coral14.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966.JPG,0.1816,True
Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966,GOPR2966,17,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966\Coral17.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T1\GOPR2966.JPG,0.1555,False
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2970,GOPR2970,33,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2970\Coral33.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2970.JPG,0.1837,False
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972,GOPR2972,7,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972\Coral7.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972.JPG,0.1946,True
Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972,GOPR2972,8,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972\Coral8.JPG,Coral Garden\JULY 2024_CG_D\CG-D_T2\GOPR2972.JPG,0.1887,True
